Title,Authors,Contributors,ISBN,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
The Kingdom of Copper,S.A. Chakraborty,"",9780008239442,hardcover,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Shades of Magic Vol. 1: The Steel Prince,V.E. Schwab,Andrea Olimpieri (Illustrator),"",,read,2019/04/14,2019/04/14,2019/04/14,1,"",,,,,,,4.0,"This is actually the first comic I've read and so I'm finding it hard to rate. I'm rounding up from 3.5 to 4 stars because so far I really like Maresh and Isra, Arisa was fabulous and the art is amazing. I definitely will read the rest of the series but if I have the patience I'll save them and read them multiple volumes at a time. The thing I'm missing is the depth and detail that you get with books but that's probably just my unfamiliarity with the format.","",,"",Yes
Home,Nnedi Okorafor,"",9780765393111,paperback,read,2019/06/15,2019/06/16,2019/06/16,1,"",,,,,,,4.0,,"",,"",Yes
The Black Tides of Heaven,Neon Yang,"",9780765395412,paperback,read,2017/11/07,2017/11/09,2017/11/09,1,"",,,,,,,3.0,,"",,"",No
Felix Ever After,Kacen Callender,"",9780062820259,hardcover,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Fangirl,Rainbow Rowell,"",9781250030955,hardcover,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,maybe-remove-from-tbr,No
Dragonspell: The Southern Sea,Katharine Kerr,"",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Lamb Will Slaughter the Lion,Margaret Killjoy,"","",,to-read,2020/08/21,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Slaughterhouse-Five: The Graphic Novel,"Albert Monteys, Ryan North, Kurt Vonnegut","","",,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Gideon the Ninth,Tamsyn Muir,"",9781250313195,hardcover,read,,2019/10/26,2019/10/26,1,"funny, dark, adventurous",medium,,Yes,Yes,Yes,Yes,4.0,I really enjoyed Gideon the Ninth. The magic system is gloriously dark and this book doesn't pull its punches. There were several times I audibly exclaimed in shock and times I laughed out loud. Unfortunately there were a few parts where I struggled to keep track of all the secondary characters. A lot of them have several names and it could get confusing at points. It probably didn't help that I read it over a long period of time. The ending was epic though and not at all what I expected. Definitely looking forward to the next one!,"",,"",Yes
The Unlikely Escape of Uriah Heep,H.G. Parry,"","",,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Prosper's Demon,K.J. Parker,"",9781250260512,paperback,read,2020/02/23,2020/04/03,2020/04/03,1,"mysterious, dark",medium,,No,No,No,Yes,4.5,<div>This sucked me in straight away with a compelling but unreliable narrator. A priest with a distinct lack of morals and the ability to see and compel demons. Despite being a short book the world building was really good and it was a great spin on possession and exorcism. </div>,"",,"",Yes
A Pale Light in the Black,K.B. Wagers,"",9780062887788,hardcover,to-read,2020/03/15,"","",0,"",,,,,,,,,"",,"physical-copy, priority",Yes
Nophek Gloss,Essa Hansen,"",B084G8NLQ1,digital,to-read,2020/12/31,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
After Atlas,Emma Newman,"",,,read,2018/05/30,2018/06/04,2018/06/04,1,"",,,,,,,5.0,,"",,"",Yes
The Bone Trail,"Paul Stewart, Chris Riddell","",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
"Gods, Monsters, and the Lucky Peach",Kelly Robson,"","",digital,read,2019/07/11,2019/07/12,2019/07/12,1,"",,,,,,,4.0,"I didn't really know what to expect from this one but I ended up really enjoying it. What I love about novellas is that you can't waste time, you have to strike a balance between world building, characters and plot. I think this book did that particularly well. It's a striking post apocalyptic future, with great characters, an interesting take on time travel and the tension is built up in a really clever way.","",,"",No
The Conch Bearer,Chitra Banerjee Divakaruni,"",,,read,2015/01/07,"","",1,"",,,,,,,3.0,,"",,"",No
Borderline,Mishell Baker,"",,,to-read,2017/04/07,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"",9781501139239,hardcover,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, priority, ebook",Yes
"Blackbird, Vol. 1",Sam Humphries,"Jen Bartel (Illustrator), Triona Farrell (Illustrator)","",,to-read,2020/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Dead Beat,Jim Butcher,"","",,read,2015/05/21,2015/05/21,2015/05/21,1,"",,,,,,,3.0,,"",,"",No
One Word Kill,Mark Lawrence,"",,,to-read,2019/09/29,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Sistersong,Lucy Holland,"",9781529039030,hardcover,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Viper,Bex Hogan,"",9781510105829,digital,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
A Study in Scarlet,Arthur Conan Doyle,"",9781912464470,hardcover,read,,2018/07/06,2018/07/06,1,"",,,,,,,3.0,"Mixture of listening to an audiobook and reading the story. First half 4*, second 2* so I averaged it. Stephen Fry's narration 5*.","",,"",No
A Gentleman in Moscow,Amor Towles,"",,,did-not-finish,2019/03/10,"","",0,"",,,,,,,,,"",,"",No
Child of the Prophecy,Juliet Marillier,"",,,read,2018/09/03,2018/09/06,2018/09/06,1,"",,,,,,,4.0,,"",,"",Yes
Perdido Street Station,China Miéville,"",,,to-read,2018/04/23,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Peter Pan,"J.M. Barrie, Michael Hague","","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
The Survival of Molly Southbourne,Tade Thompson,"","",digital,read,2021/01/02,2020/10/10,2020/10/10,1,"",,,,,,,,,"",,"",No
Heir to Sevenwaters,Juliet Marillier,"",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, priority, chill",Yes
Black Sun,Rebecca Roanhorse,"",9781781089477,paperback,read,2021/01/24,2021/03/12,2021/02/28-2021/03/12,1,"adventurous, dark, mysterious",medium,A mix,Yes,Yes,Yes,Yes,5.0,"<div>I adored Black Sun! Epic fantasy is my comfort food and this one was perfect for letting me sink into it and forget about everything else. <br><br>Things I loved:<br>- political scheming<br>- mysterious magics and prophecies<br>- impossible tasks<br>- high levels of drama<br>- intelligent giant animals<br>- excellent world building (inspired by the ancient civilizations of pre-Columbian Americas)<br><br>We have several point of view characters, and I liked all of them (which is rare). It did one of my favourite things where there's no clear good guy, just complex characters from different parts of a conflict that goes back generations. I don't know what I want to happen or what anyone ""winning"" would even look like and that's kinda fun. <br><br>The structure of the book is a little confusing at first, we jump around in time from chapter to chapter and so you need to pay attention but it settles down and becomes clear as things progress. The chapters are quite small so you can fly through them pretty quickly, it meant even if I had just a short time to read, it still felt worth it a I knew I could still get through a few chapters. <br><br>So all in all it was amazing and I need book two to be announced ASAP! </div>","","","physical-copy, adult-sff-by-aoc-2020",Yes
The Giraffe and the Pelly and Me,"Roald Dahl, Quentin Blake","",,,read,2015/06/05,"","",1,"",,,,,,,3.0,,"",,"",No
The Tin Princess,Philip Pullman,"",9780439977791,paperback,read,2015/06/05,"","",1,"",,,,,,,3.0,,"",,"",No
Guns of the Dawn,Adrian Tchaikovsky,"",,,read,2018/03/03,2018/05/15,2018/05/15,1,"",,,,,,,4.0,,"",,"",Yes
The Dragon Republic,R.F. Kuang,"","",digital,to-read,2020/08/04,"","",0,"",,,,,,,,,"",,"physical-copy, priority, ebook, kobo",Yes
The Last Wish,Andrzej Sapkowski,Danusia Stok (Translator),9780316149655,digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Want,Cindy Pon,"",9781481489249,digital,read,2020/09/11,2020/09/11,2020/09/11,1,"tense, adventurous",fast,,No,Yes,Yes,No,3.5,"","",,"",No
Storm of Locusts,Rebecca Roanhorse,"",9781534413542,digital,to-read,2020/06/27,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Legendborn,Tracy Deonn,"",B08GQGHW22,digital,to-read,2020/11/11,"","",0,"",,,,,,,,,"",,"physical-copy, ya-sff-by-aoc-2020",Yes
The Death of Vivek Oji,Akwaeke Emezi,"",9780571350988,hardcover,to-read,2021/06/28,"","",0,"",,,,,,,,,"",,"physical-copy, priority",Yes
These Violent Delights,Chloe Gong,"",9781534457690,hardcover,to-read,2020/11/11,"","",0,"",,,,,,,,,"",,"ya-sff-by-aoc-2020, ebook, kobo",Yes
Half-Off Ragnarok,Seanan McGuire,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Pride and Prejudice,Jane Austen,"",9780613640954,hardcover,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
The Black Hawks,David Wragg,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
"Saga, Vol. 2","Fiona Staples, Brian K. Vaughan","","",,read,,2019/05/07,2019/05/07,1,"",,,,,,,5.0,,"",,"",No
Ninefox Gambit,Yoon Ha Lee,"",,,read,2017/04/07,2017/09/02,2017/09/02,1,"",,,,,,,2.0,I'm not particularly satisfied with the end of this book and to be honest by the end I just didn't care what happened. I was intrigued at the beginning and once I stopped trying to give some meaning to the mathematical words and saw it as magic I started to get into it. I loved the dynamic between Cheris and Jedao however most of the other characters were pretty flat. Part of the problem is that I wasn't really interested in the battle and so I can see how other people could enjoy this more than me. As it went on I got bored with the other characters’ perspectives and while the first few flashbacks were interesting there were too many in one go and it got annoying. I had high hopes for this book but it wasn't for me and I'm not sure I would have finished if it wasn't for a book club.,"",,"",No
The House of Shattered Wings,Aliette de Bodard,"",9781473212558,paperback,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Trickster's Queen,Tamora Pierce,"","",,read,2013/01/18,"","",1,"",,,,,,,4.0,,"",,"",No
Whispers Under Ground,Ben Aaronovitch,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
The Sign in the Sky: A Short Story,Agatha Christie,"","",,read,2018/08/09,2018/08/09,2018/08/09,1,"",,,,,,,2.0,,"",,"",No
Across the Green Grass Fields,Seanan McGuire,"",9781250213594,hardcover,read,2021/01/21,2021/01/29,2021/01/24-2021/01/29,1,"adventurous, mysterious",slow,Character,Yes,Yes,Yes,No,4.0,"<div>Our protagonist loves horses, is scared to not fit in with the other girls at school and is in an extremely toxic friendship. When a revelation makes Regan question herself and causes that friendship to blow up, she finds a door to another world filled with centaurs, unicorns and a myriad of other mythological creatures.<br><br>It's a quiet story about love, belonging and acceptance. Less eventful than a lot of the other novellas in the series but the atmosphere was perfect for my mood and I just sunk into the book and was swept away.</div>","","",physical-copy,Yes
Pocket Apocalypse,Seanan McGuire,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
"A War of Swallowed Stars, Volume 3",Sangu Mandanna,"",9781510733800,hardcover,read,2021/07/06,2021/07/14,2021/07/12-2021/07/14,1,"emotional, mysterious",fast,A mix,Yes,Yes,Yes,Yes,4.5,"","","","physical-copy, priority",Yes
Lazarus Vol. 1,"Santi Arcas, David Brothers, Greg Rucka, Michael Lark","",,,to-read,2020/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
The Sleeper and the Spindle,"Chris Riddell, Neil Gaiman","",,,read,2018/06/29,2020/02/09,2020/02/09,1,"mysterious, adventurous",fast,,No,Yes,No,No,4.0,<div>The was such a good twist on Sleeping Beauty! I loved the crossover with Snow White and the art was stunning.</div>,"",,"",Yes
"Words of Radiance, Part 1",Brandon Sanderson,"",9780575093317,paperback,read,2017/05/08,2017/11/13,2017/11/13,1,"",,,,,,,5.0,,"",,"",No
Of Mice and Men,John Steinbeck,"",9780142000670,paperback,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
The Wolf and the Woodsman,Ava Reid,"",9780062973122,hardcover,to-read,2021/07/31,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The City of Brass,S.A. Chakraborty,"",9780062678102,hardcover,read,2019/05/16,2019/05/21,2019/05/21,1,"",,,,,,,4.0,,"",,"",Yes
Once Broken Faith,Seanan McGuire,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Mary GrandPré (Illustrator),9780439655484,paperback,read,,"","",1,"",,,,,,,4.0,,"",,"",No
The Tea Master and the Detective,Aliette de Bodard,"",,,read,2019/05/24,2019/05/24,2019/05/24,1,"",,,,,,,4.0,3.5 stars. I think my expectations were a bit high for this one. I loved the world building so much and  definitely want to read more in this universe. Watson as a sentient ship is brilliant and I really liked the exploration of what it means for a ship to be traumatised. I didn't really care about the mystery or connect with the story in the way I had hoped.,"",,"",No
The Calculating Stars,Mary Robinette Kowal,"",9780765378385,paperback,read,2018/08/21,2019/01/14,2019/01/14,1,"",,,,,,,5.0,"I really enjoyed the book but was debating whether to give it five stars or not as there are certain feelings I associate with a 5 stars read. This books gave me a slightly different set of feelings, which included frustration, anger and anxiety which are unpleasant but they were there for the right reasons. Also the more familiar joy, hope and sadness. At a few moments this book gave me shivers. This all tells you nothing about the book... It's a book about struggling with discrimination and anxiety whilst fighting for the dream of being an astronaut in an alt history post WW2 setting. I had a few minor niggles like the reoccurring cheesy sex scenes but nothing that detracted majorly from the story. I do also kind of wish I had more POVs but that would have meant less Elma who I loved!","",,"",Yes
"The Wicked + The Divine, Vol. 9: Okay","Jamie McKelvie, Matt Wilson, Kieron Gillen","","",,read,2020/04/18,2020/07/06,2020/07/06,1,"reflective, adventurous",medium,,Yes,Yes,Yes,Yes,4.0,<div>A great end to the series</div>,"",,"",Yes
Black Water Sister,Zen Cho,"",9781447299998,hardcover,to-read,2021/06/28,"","",0,"",,,,,,,,,"",,"physical-copy, priority",Yes
The Book Thief,Markus Zusak,"",9780375831003,hardcover,to-read,2020/03/21,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
Warbreaker,Brandon Sanderson,"",9780575097469,paperback,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Deep-Sea Duke,Lauren James,"",9781781129593,paperback,to-read,2021/03/16,"","",0,"",,,,,,,,,"",,"physical-copy, chill",Yes
Afterlove,Tanya Byrne,"",9781444955958,paperback,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
The Murders of Molly Southbourne,Tade Thompson,"","",digital,read,2018/10/24,2018/10/26,2018/10/26,1,"",,,,,,,4.0,"Really weird, disturbing and really addictive read.","",,"",No
The Tea Dragon Festival,K. O'Neill,"",9781620106556,hardcover,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Wrath,John Gwynne,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, priority",Yes
Norse Mythology,Neil Gaiman,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
The Bedlam Stacks,Natasha Pulley,"",,,read,2018/08/06,2018/08/21,2018/08/21,1,"",,,,,,,4.0,"Wonderful. I basically bought this book because I found a pretty gold edition with teal sprayed edges and I couldn't resist. I had no idea that I'd be so enthralled. The book builds up slowly, throwing in strange with the history until you end up in a surreal, gorgeous world with a character you're completely rooting for (or at least I was)","",,"",Yes
Cemetery Boys,Aiden Thomas,"",9781250250469,hardcover,to-read,2020/11/11,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
"Monstress, Vol. 4: The Chosen","Sana Takeda, Marjorie M. Liu","","",,read,2019/12/30,2019/12/31,2019/12/31,1,"tense, dark, adventurous",fast,,Yes,It's complicated,Yes,Yes,5.0,"","",,"",Yes
Provenance,Ann Leckie,"",9780316388634,digital,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Golden Compass,Philip Pullman,"",9780679879244,hardcover,read,,"","",1,"",,,,,,,3.0,,"",,"",No
Down and Out in Paris and London,George Orwell,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
"Fence, Vol. 1",C.S. Pacat,"Johanna the Mad (Illustrator), Joana LaFuente (Illustrator)","",,to-read,2020/11/28,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Silver in the Wood,Emily Tesh,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook, chill",Yes
Zahrah the Windseeker,Nnedi Okorafor,"",,,to-read,2020/07/30,"","",0,"",,,,,,,,,"",,"",No
Space Boy Volume 1,Stephen McCranie,"",,,to-read,2020/11/28,"","",0,"",,,,,,,,,"",,"",No
Sisters of the Vast Black,Lina Rather,"",9781250260253,paperback,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Dogs of War,Adrian Tchaikovsky,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,prime-reading,No
The Deathless,Peter Newman,"","",,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,"physical-copy, maybe-remove-from-tbr",Yes
The Jasmine Throne,Tasha Suri,"",9780316538510,paperback,read,2021/03/27,2021/04/10,2021/03/27-2021/04/10,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,5.0,"<div>This review has been really hard to write because what I want to talk about is specific character dynamics and all the moments that made me *feel* things. However all of that is spoilers so instead you get this which I don't think quite gets across how much I loved this so first know this. I haven't read a book since, it's been two weeks and my mind is still stuck on this world and these characters.<br><br>The Jasmine Throne looks at empire from many points of view. From those who are oppressed, those wanting to tear it down, those trying to ""maintain the peace"", those that think that they are inherently superior and those who just want to be free. There are way more than two sides to this story. <br><br>Priya is a maidservant, has spent most of her life hiding that she was ever anything else. She is a fighter and strong, brave but also kind. Malini is princess imprisoned by her brother. She is cunning, manipulative and caring. Both dangerous in their own way and are thrown together when Priya is sent to clean the ancient temple Malini is imprisoned in. They are joined by a cast of many others, people who are intertwined into their lives and have their own vision of what life should be.<br><br>I loved how the story was built up. I always find the beginning of multiple POV books slow as we get to know the characters, but once we did it picked up and I loved seeing how all the threads intertwined. Priya was my favourite but I loved so many of the characters and even if I didn't agree with their actions, I understood them. There are also several characters that are extremely satisfying to hate. I really want to say more here but since I'm trying to avoid spoilers, just message me when you read it.<br><br>The magic system is also very cool. It is deeply linked with plants and the earth, and there is an insidious illness where those suffering from ""the rot"" have plants growing through and out of them. The imagery is both disturbing and beautiful. There are multiple mythologies and religions from the different lands, we get to see a few of them but you know there's more. I really liked how these were woven into the story, no one doubts that each has its own truth and power but fear of that power has caused a lot of destruction.<br><br></div>","Moderate: Violence, Body horror, Physical abuse, and Murder; ","","",Yes
"Saga, Vol. 1","Fiona Staples, Brian K. Vaughan","","",,read,,2019/05/06,2019/05/06,1,"",,,,,,,5.0,"You know when you try something new and wonder why you didn't start years ago? (not too many years ago, definitely a thing for adult me) Saga is weird and strange and wonderful and I already know it's going to be one of my favourite things. I love the characters, I love the art and I love the story. I also really want that rocket.","",,"",No
Mexican Gothic,Silvia Moreno-Garcia,"",9780525620792,digital,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"adult-sff-by-aoc-2020, ebook, kobo",Yes
Failure to Communicate,Kaia Sønderby,"",9789198529708,paperback,to-read,2018/12/20,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Harry Potter and the Order of the Phoenix,J.K. Rowling,Mary GrandPré (Illustrator),9780439358071,paperback,read,2013/01/18,"","",1,"",,,,,,,3.0,,"",,"",No
Once & Future Vol. 1,Kieron Gillen,Dan Mora (Illustrator),9781641446495,digital,read,2021/11/13,2021/11/13,2021/11/13-2021/11/13,1,"adventurous, mysterious, tense",fast,Plot,Yes,Yes,No,It's complicated,5.0,<div>That was sooooo good! I need to buy a physical copy of this one. Monster hunters and Arthurian legends and incredible artwork. </div>,"","","",No
Starless,Jacqueline Carey,"",,,to-read,2021/07/09,"","",0,"",,,,,,,,,"",,"",No
The Master's Tools Will Never Dismantle the Master's House,Audre Lorde,"",9780241339725,paperback,to-read,2020/02/23,"","",0,"",,,,,,,,,"",,physical-copy,Yes
A Psalm for the Wild-Built,Becky Chambers,"",9781250236210,hardcover,read,2021/10/31,2021/11/23,2021/11/21-2021/11/23,1,"hopeful, lighthearted, reflective",slow,Character,Yes,Yes,It's complicated,No,5.0,<div>I loved this. There's just something about Becky Chambers's writing that delights and it's so wonderful to read about a setting where everyone is fundamentally nice. </div>,"","",chill,Yes
Gender Queer: A Memoir,Maia Kobabe,Phoebe Kobabe,"",digital,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
The Truth,Terry Pratchett,"","",,to-read,2019/09/28,"","",0,"",,,,,,,,,"",,physical-copy,Yes
The Sword of Kaigen,M.L. Wang,"",,,read,2019/05/03,2019/08/06,2019/08/06,1,"",,,,,,,5.0,"What a great stand alone, it tore me apart and then put the pieces back together. It's books like this that make Epic Fantasy my favourite genre. Magic, battles, politics and characters you can love who learn from their mistakes. I wouldn't have thought that you could set this book in the time period it was set with the level of technology or that the non standard shape of the story would work as a narrative but ML Wang pulls it off and the result is brilliant.","",,"",Yes
The Warded Man,Peter V. Brett,"",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,maybe-remove-from-tbr,No
Godsgrave,Jay Kristoff,"",9781250073037,hardcover,read,2019/09/27,2019/10/03,2019/10/03,1,"",,,,,,,4.0,"A brilliant, stabby, twisty and bloody rollercoaster, you could try to keep your arms and legs inside the car at all times but not sure it'd help...","",,"",Yes
"Saga, Vol. 6","Fiona Staples, Brian K. Vaughan","","",paperback,read,,2019/06/29,2019/06/29,1,"",,,,,,,5.0,,"",,"",No
Going Postal,Terry Pratchett,"","",,read,,2016/07/01,2016/07/01,1,"",,,,,,,4.0,,"",,"",No
The Wolf in the Whale,Jordanna Max Brodsky,"",,,read,2019/01/11,2019/03/24,2019/03/24,1,"",,,,,,,5.0,"I absolutely loved this! The interweaving of Inuit and Norse Mythology was fascinating as was the exploration of the meeting of different cultures. I love the main character Omat so much. She is an Inuit shaman and was born a with a man's soul. She struggles hugely with her gender and her character arc is really moving. I also loved Brandr who is the Viking warrior that she meets. He has his own struggles with his past and culture. Their attempts at communication without knowing the same language were really great to read. The book is pretty dark and violent at points but it also has humour plus some really touching and emotional moments. The only thing that annoyed me was some of the foreshadowing which was in the form of ""if I had made a different choice, things would be different"".","",,"",Yes
The Gospel of Loki,Joanne M. Harris,"",,,read,2017/10/07,2018/01/24,2018/01/24,1,"",,,,,,,3.0,,"",,"",No
Ancillary Justice,Ann Leckie,"",9780356502403,paperback,read,,2018/07/30,2018/07/30,1,"",,,,,,,4.0,,"",,"",Yes
Void Black Shadow,Corey J. White,"",,,to-read,2020/05/26,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Grail Prince,Nancy McKenzie,"",,,read,2013/01/18,"","",1,"",,,,,,,4.0,,"",,"",No
Binti,Nnedi Okorafor,"",9780765385253,paperback,read,2018/08/11,2018/08/11,2018/08/11,1,"",,,,,,,4.0,"Amazing novella, so much is fit in to a tiny book and yet it's beautifully told and doesn't feel rushed. I really like the main character Binti and I'm amazed at how vividly the world has been built up in so few pages.","",,"",Yes
"Gunnerkrigg Court, Volume 1: Orientation",Thomas Siddell,"",,,to-read,2020/11/16,"","",0,"",,,,,,,,,"",,"ebook, kobo",Yes
Miranda in Milan,Katharine Duckett,"","",digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
The Obelisk Gate,N.K. Jemisin,"","",,read,2018/03/12,2018/03/15,2018/03/15,1,"",,,,,,,5.0,"I was worried that this wouldn't live up to the first book in the series but thankfully it did. The world building was again wonderful and the state of perpetual, glorious confusion was once again achieved. I adjusted to the second person narrative far more quickly this time and it began to feel more personal as you gain a sense of who is telling this story. Getting to know more about the stone eaters is fascinating and some of the non point of view characters get more fleshed out this time which is another plus. My favourite part of this series so far has to be the feeling that there is so much more going on than what we can currently see. Looking forward to seeing how it all wraps up in the next book.","",,"",No
Cold-Forged Flame,Marie Brennan,"",,,to-read,2019/08/03,"","",0,"",,,,,,,,,"",,physical-copy,Yes
Kindred,Octavia E. Butler,"",1472258223,paperback,read,,2019/03/27,2019/03/27,1,"tense, reflective, emotional, dark",fast,,Yes,It's complicated,Yes,Yes,5.0,"I expected Kindred to be good but I didn't expect it to be *this* good. I immediately got sucked into this story and if I hadn't been reading on a train I probably could have read it in one sitting. The story and characters just feel so real. Before reading this, the historical context of the book both made me want to read this and made me put it off a few times because I was worried it would be too heavy or depressing for how I was feeling. I underestimated the power of Butler's writing. As I expected what Dana goes through and sees is horrific but her emotional journey and turmoil is also incredibly moving. Dana herself is a brilliant character and the supporting cast is also vivid in my mind. Their stories made me think about so many things I've never even considered about the complexity of human emotion and what we'll do to survive.","",,"",Yes
Monstrous Regiment,Terry Pratchett,"","",,read,2015/06/05,2015/06/03,2015/06/03,1,"",,,,,,,4.0,,"",,"",No
The First Fifteen Lives of Harry August,Claire North,"","",,read,2018/05/16,2018/05/22,2018/05/22,1,"",,,,,,,4.0,,"",,"",Yes
How the Marquis Got His Coat Back,Neil Gaiman,"",,,read,2018/08/11,2018/08/11,2018/08/11,1,"",,,,,,,4.0,"Really little, really fun and makes me want to reread Neverwhere!","",,"",Yes
Discount Armageddon,Seanan McGuire,"",9781472113207,digital,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
"Giant Days, Vol. 9",John Allison,"","",digital,to-read,2021/12/01,"","",0,"",,,,,,,,,"",,"comixology, ebook",Yes
Honey Girl,Morgan Rogers,"",9780778311027,paperback,to-read,2021/04/15,"","",0,"",,,,,,,,,"",,"physical-copy, priority, chill",Yes
Walking to Aldebaran,Adrian Tchaikovsky,"",,,to-read,2020/11/25,"","",0,"",,,,,,,,,"",,"kindle, ebook",Yes
Ship of Destiny,Robin Hobb,"","",,read,2013/01/18,"","",1,"",,,,,,,5.0,,"",,"",No
Hold Back the Stars,Katie Khan,"",,,read,2019/04/06,2019/04/30,2019/04/30,1,"",,,,,,,3.0,"I listened to this and the narrator was great. For the most part I really enjoyed the it, I found the countdown in space segments interspersed with flashbacks a great way to tell the story. I thought the world building was great and I really felt like I got to know Max and Carys. Unfortunately the ending really didn't work for me and dropped it a star.","",,"",No
The Lies of Locke Lamora,Scott Lynch,"",9780553588941,paperback,read,,2016/06/02,2016/06/02,1,"",,,,,,,4.0,,"",,"",No
Taboo,Kim Scott,"",,,to-read,2021/01/02,"","",0,"",,,,,,,,,"",,"",No
The Light Brigade,Kameron Hurley,"","",digital,read,2020/05/16,2020/05/24,2020/05/24,1,"tense, dark, challenging",medium,,Yes,It's complicated,Yes,Yes,4.0,"<div>This was a confusing book but in a good way. We follow a soldier fighting an endless war, in a bleak dystopian future ruled by corporations. It's dark and brutal, doesn't shy away from the horrors of war and what compels the people fighting them.<br><br>The protagonist is experiencing the war in a different way to their peers. At the beginning Dietz is confused and so the reader is too but it's so satisfying when things start to become clearer and you learn what is happening together. <br><br>Honestly, it was a little dark for my current mood, and took me a while to read as it requires a fair amount of concentration but it was a great story. I'm really looking forward to rereading it when I'm in the right frame of mind as I'm there's going to be a bunch of stuff that I appreciate more the second time around. </div>","",,"",Yes
Lioness Rampant,Tamora Pierce,"",,,read,2020/02/28,2020/02/28,2020/02/28,2,"",,,,,,,4.0,,"",,"",Yes
